TaskID,TaskName,resource_type,SectionID,SectionName,Completed,Client_Name,Project Name,Brand
1198853089611526,Jim Cogdill CDJR (Lithia)  Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Jim Cogdill CDJR (Lithia) ,Jan Build,CDJR
1198708084853459,Lithia CDJR of Calallen Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia CDJR of Calallen,Jan Build,CDJR
1198853089208253,Lithia CDJR of Bend (Smolich Motors) Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia CDJR of Bend (Smolich Motors),Jan Build,CDJR
1198743393722581,Lithia CJD of Grand Forks Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia CJD of Grand Forks,Jan Build,CDJR
1198708085786533,Lithia CJDR of Klamath Falls Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia CJDR of Klamath Falls,Jan Build,CDJR
1198743392820761,Lithia CDJR of Twin Falls Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia CDJR of Twin Falls,Jan Build,CDJR
1198708084965305,CDJR of Pocatello (Lithia) Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,CDJR of Pocatello (Lithia),Jan Build,CDJR
1198708085536525,Lithia Chrysler Dodge Jeep Ram FIAT of Santa Rosa Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia Chrysler Dodge Jeep Ram FIAT of Santa Rosa,Jan Build,CDJR
1198853086006409,Lithia Chrysler Dodge Jeep Ram FIAT of Eugene Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia Chrysler Dodge Jeep Ram FIAT of Eugene,Jan Build,CDJR
1198743396776797,CDJRF of Morgantown Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,CDJRF of Morgantown,Jan Build,CDJR
1198743399140894,Lithia CDJRF Eureka Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia CDJRF Eureka,Jan Build,CDJR
1198708084984554,Lithia Chrysler Jeep of Reno Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Lithia Chrysler Jeep of Reno,Jan Build,CDJR
1198708084219162,Sansone JCDR Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Sansone JCDR,Jan Build,CDJR
1198708084982419,Route 4 CDJR Paramus Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Route 4 CDJR Paramus,Jan Build,CDJR
1198708084621792,Route 4 CDJR Englewood Cliffs Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Route 4 CDJR Englewood Cliffs,Jan Build,CDJR
1198708084867993,Beyer CDJR Send Dec One-Sheeters,task,1198853005774521,Send Dec One-Sheeters,False,Beyer CDJR,Jan Build,CDJR
1198743409352672,All American Chevrolet of Midland (Lithia) Social Build + Flip,task,1198743305766789,Social Build + Flip,False,All American Chevrolet of Midland (Lithia),Jan Build,Chevrolet
1198708091202388,All American Chevrolet Of Killeen (Lithia) Social Build + Flip,task,1198743305766789,Social Build + Flip,False,All American Chevrolet Of Killeen (Lithia),Jan Build,Chevrolet
1198743405825874,Chevrolet of Wasilla (Lithia) Social Build + Flip,task,1198743305766789,Social Build + Flip,False,Chevrolet of Wasilla (Lithia),Jan Build,Chevrolet
1198853098802447,Baierl Chevrolet (Lithia) Social Build + Flip,task,1198743305766789,Social Build + Flip,False,Baierl Chevrolet (Lithia),Jan Build,Chevrolet
1198743406728581,Camp Chevrolet Cadillac Social Build + Flip,task,1198743305766789,Social Build + Flip,False,Camp Chevrolet Cadillac,Jan Build,Chevrolet
1198708093607634,Chevrolet of Twin Falls Social Build + Flip,task,1198743305766789,Social Build + Flip,False,Chevrolet of Twin Falls,Jan Build,Chevrolet
1198853097130913,Brown Daub Chevy of Nazareth Social Build + Flip,task,1198743305766789,Social Build + Flip,False,Brown Daub Chevy of Nazareth,Jan Build,Chevrolet
1198743408420221,Lithia Chevrolet of Redding Social Build + Flip,task,1198743305766789,Social Build + Flip,False,Lithia Chevrolet of Redding,Jan Build,Chevrolet
1198743408188057,All American Chevrolet of Midland (Lithia) Account QC,task,1198743305769973,Account QC,False,All American Chevrolet of Midland (Lithia),Jan Build,Chevrolet
1198853099902477,All American Chevrolet Of Killeen (Lithia) Account QC,task,1198743305769973,Account QC,False,All American Chevrolet Of Killeen (Lithia),Jan Build,Chevrolet
1198708094316850,Chevrolet of Wasilla (Lithia) Account QC,task,1198743305769973,Account QC,False,Chevrolet of Wasilla (Lithia),Jan Build,Chevrolet
1198853097353366,Baierl Chevrolet (Lithia) Account QC,task,1198743305769973,Account QC,False,Baierl Chevrolet (Lithia),Jan Build,Chevrolet
1198743409764498,Camp Chevrolet Cadillac Account QC,task,1198743305769973,Account QC,False,Camp Chevrolet Cadillac,Jan Build,Chevrolet
1198853099586922,Chevrolet of Twin Falls Account QC,task,1198743305769973,Account QC,False,Chevrolet of Twin Falls,Jan Build,Chevrolet
1198853099508364,Brown Daub Chevy of Nazareth Account QC,task,1198743305769973,Account QC,False,Brown Daub Chevy of Nazareth,Jan Build,Chevrolet
1198853098990877,Lithia Chevrolet of Redding Account QC,task,1198743305769973,Account QC,False,Lithia Chevrolet of Redding,Jan Build,Chevrolet
1198708195726723,All American Chevrolet of Midland (Lithia) Lithia Approval,task,1198743305772084,Lithia Approval,False,All American Chevrolet of Midland (Lithia),Jan Build,Chevrolet
1198853216792967,All American Chevrolet Of Killeen (Lithia) Lithia Approval,task,1198743305772084,Lithia Approval,False,All American Chevrolet Of Killeen (Lithia),Jan Build,Chevrolet
1198708194847145,Chevrolet of Wasilla (Lithia) Lithia Approval,task,1198743305772084,Lithia Approval,False,Chevrolet of Wasilla (Lithia),Jan Build,Chevrolet
1198708193701832,Baierl Chevrolet (Lithia) Lithia Approval,task,1198743305772084,Lithia Approval,False,Baierl Chevrolet (Lithia),Jan Build,Chevrolet
1198853217433813,Camp Chevrolet Cadillac Lithia Approval,task,1198743305772084,Lithia Approval,False,Camp Chevrolet Cadillac,Jan Build,Chevrolet
1198743530942520,Chevrolet of Twin Falls Lithia Approval,task,1198743305772084,Lithia Approval,False,Chevrolet of Twin Falls,Jan Build,Chevrolet
1198708193869081,Lithia Chevrolet of Redding Lithia Approval,task,1198743305772084,Lithia Approval,False,Lithia Chevrolet of Redding,Jan Build,Chevrolet
1198743409083383,All American Chevrolet of Midland (Lithia) Alexia Link,task,1198743305773141,Alexia Link,False,All American Chevrolet of Midland (Lithia),Jan Build,Chevrolet
1198743410683104,All American Chevrolet Of Killeen (Lithia) Alexia Link,task,1198743305773141,Alexia Link,False,All American Chevrolet Of Killeen (Lithia),Jan Build,Chevrolet
1198708094006850,Chevrolet of Wasilla (Lithia) Alexia Link,task,1198743305773141,Alexia Link,False,Chevrolet of Wasilla (Lithia),Jan Build,Chevrolet
1198853098440570,Baierl Chevrolet (Lithia) Alexia Link,task,1198743305773141,Alexia Link,False,Baierl Chevrolet (Lithia),Jan Build,Chevrolet
1198708094924592,Camp Chevrolet Cadillac Alexia Link,task,1198743305773141,Alexia Link,False,Camp Chevrolet Cadillac,Jan Build,Chevrolet
1198743410069202,Chevrolet of Twin Falls Alexia Link,task,1198743305773141,Alexia Link,False,Chevrolet of Twin Falls,Jan Build,Chevrolet
1198853100076511,Brown Daub Chevy of Nazareth Alexia Link,task,1198743305773141,Alexia Link,False,Brown Daub Chevy of Nazareth,Jan Build,Chevrolet
1198743410043792,Lithia Chevrolet of Redding Alexia Link,task,1198743305773141,Alexia Link,False,Lithia Chevrolet of Redding,Jan Build,Chevrolet
1198708094206768,All American Chevrolet of Midland (Lithia) Social QC,task,1198743305776260,Social QC,False,All American Chevrolet of Midland (Lithia),Jan Build,Chevrolet
1198708077160704,All American Chevrolet Of Killeen (Lithia) Social QC,task,1198743305776260,Social QC,False,All American Chevrolet Of Killeen (Lithia),Jan Build,Chevrolet
1198708095495428,Chevrolet of Wasilla (Lithia) Social QC,task,1198743305776260,Social QC,False,Chevrolet of Wasilla (Lithia),Jan Build,Chevrolet
1198853101115894,Baierl Chevrolet (Lithia) Social QC,task,1198743305776260,Social QC,False,Baierl Chevrolet (Lithia),Jan Build,Chevrolet
1198853101032940,Camp Chevrolet Cadillac Social QC,task,1198743305776260,Social QC,False,Camp Chevrolet Cadillac,Jan Build,Chevrolet
1198853100954839,Chevrolet of Twin Falls Social QC,task,1198743305776260,Social QC,False,Chevrolet of Twin Falls,Jan Build,Chevrolet
1198743409495981,Brown Daub Chevy of Nazareth Social QC,task,1198743305776260,Social QC,False,Brown Daub Chevy of Nazareth,Jan Build,Chevrolet
1198853098828942,Lithia Chevrolet of Redding Social QC,task,1198743305776260,Social QC,False,Lithia Chevrolet of Redding,Jan Build,Chevrolet
1198708096504099,All American Chevrolet of Midland (Lithia) Budget QC,task,1198743305779373,Budget QC,False,All American Chevrolet of Midland (Lithia),Jan Build,Chevrolet
1198743411219372,All American Chevrolet Of Killeen (Lithia) Budget QC,task,1198743305779373,Budget QC,False,All American Chevrolet Of Killeen (Lithia),Jan Build,Chevrolet
1198743405604997,Chevrolet of Wasilla (Lithia) Budget QC,task,1198743305779373,Budget QC,False,Chevrolet of Wasilla (Lithia),Jan Build,Chevrolet
1198853099332206,Baierl Chevrolet (Lithia) Budget QC,task,1198743305779373,Budget QC,False,Baierl Chevrolet (Lithia),Jan Build,Chevrolet
1198743412083906,Camp Chevrolet Cadillac Budget QC,task,1198743305779373,Budget QC,False,Camp Chevrolet Cadillac,Jan Build,Chevrolet
1198708089108206,Chevrolet of Twin Falls Budget QC,task,1198743305779373,Budget QC,False,Chevrolet of Twin Falls,Jan Build,Chevrolet
1198743409858064,Brown Daub Chevy of Nazareth Budget QC,task,1198743305779373,Budget QC,False,Brown Daub Chevy of Nazareth,Jan Build,Chevrolet
1198743409765621,Lithia Chevrolet of Redding Budget QC,task,1198743305779373,Budget QC,False,Lithia Chevrolet of Redding,Jan Build,Chevrolet
1198743409491725,All American Chevrolet of Midland (Lithia) Launch,task,1198743305780532,Launch,False,All American Chevrolet of Midland (Lithia),Jan Build,Chevrolet
1198743413190260,All American Chevrolet Of Killeen (Lithia) Launch,task,1198743305780532,Launch,False,All American Chevrolet Of Killeen (Lithia),Jan Build,Chevrolet
1198853100564878,Chevrolet of Wasilla (Lithia) Launch,task,1198743305780532,Launch,False,Chevrolet of Wasilla (Lithia),Jan Build,Chevrolet
1198743411744387,Baierl Chevrolet (Lithia) Launch,task,1198743305780532,Launch,False,Baierl Chevrolet (Lithia),Jan Build,Chevrolet
1198743412886959,Camp Chevrolet Cadillac Launch,task,1198743305780532,Launch,False,Camp Chevrolet Cadillac,Jan Build,Chevrolet
1198853100761035,Chevrolet of Twin Falls Launch,task,1198743305780532,Launch,False,Chevrolet of Twin Falls,Jan Build,Chevrolet
1198743412224466,Brown Daub Chevy of Nazareth Launch,task,1198743305780532,Launch,False,Brown Daub Chevy of Nazareth,Jan Build,Chevrolet
1198708093236815,Lithia Chevrolet of Redding Launch,task,1198743305780532,Launch,False,Lithia Chevrolet of Redding,Jan Build,Chevrolet
1198853101601852,All American Chevrolet of Midland (Lithia) Send Dec One-Sheeters,task,1198743305782612,Send Dec One-Sheeters,False,All American Chevrolet of Midland (Lithia),Jan Build,Chevrolet
1198743413869588,All American Chevrolet Of Killeen (Lithia) Send Dec One-Sheeters,task,1198743305782612,Send Dec One-Sheeters,False,All American Chevrolet Of Killeen (Lithia),Jan Build,Chevrolet
1198708097572763,Chevrolet of Wasilla (Lithia) Send Dec One-Sheeters,task,1198743305782612,Send Dec One-Sheeters,False,Chevrolet of Wasilla (Lithia),Jan Build,Chevrolet
1198853101213235,Baierl Chevrolet (Lithia) Send Dec One-Sheeters,task,1198743305782612,Send Dec One-Sheeters,False,Baierl Chevrolet (Lithia),Jan Build,Chevrolet
1198743409889645,Camp Chevrolet Cadillac Send Dec One-Sheeters,task,1198743305782612,Send Dec One-Sheeters,False,Camp Chevrolet Cadillac,Jan Build,Chevrolet
1198708097417673,Chevrolet of Twin Falls Send Dec One-Sheeters,task,1198743305782612,Send Dec One-Sheeters,False,Chevrolet of Twin Falls,Jan Build,Chevrolet
1198708096368047,Brown Daub Chevy of Nazareth Send Dec One-Sheeters,task,1198743305782612,Send Dec One-Sheeters,False,Brown Daub Chevy of Nazareth,Jan Build,Chevrolet
1198853099869959,Lithia Chevrolet of Redding Send Dec One-Sheeters,task,1198743305782612,Send Dec One-Sheeters,False,Lithia Chevrolet of Redding,Jan Build,Chevrolet
1198853105018744,Rye Ford Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Rye Ford,Jan Build,Ford
1198853108041915,Ford of Latham (Lithia) Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Ford of Latham (Lithia),Jan Build,Ford
1198708099405774,Lithia Ford/Lincoln of Grand Forks Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Lithia Ford/Lincoln of Grand Forks,Jan Build,Ford
1198743418646018,Honolulu Ford Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Honolulu Ford,Jan Build,Ford
1198743418252216,Wyatt Johnson Ford Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Wyatt Johnson Ford,Jan Build,Ford
1198853104679528,Lithia Ford of Idaho Falls Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Lithia Ford of Idaho Falls,Jan Build,Ford
1198743416598242,Baierl Ford Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Baierl Ford,Jan Build,Ford
1198743418156084,Carbone Ford of Bennington Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Carbone Ford of Bennington,Jan Build,Ford
1198708101321282,Beyer Ford Social Build + Flip,task,1198743306048069,Social Build + Flip,False,Beyer Ford,Jan Build,Ford
1198708099854842,Rye Ford Account QC,task,1198743306050154,Account QC,False,Rye Ford,Jan Build,Ford
1198708101605150,Ford of Latham (Lithia) Account QC,task,1198743306050154,Account QC,False,Ford of Latham (Lithia),Jan Build,Ford
1198743417938928,Lithia Ford/Lincoln of Grand Forks Account QC,task,1198743306050154,Account QC,False,Lithia Ford/Lincoln of Grand Forks,Jan Build,Ford
1198743415884642,Honolulu Ford Account QC,task,1198743306050154,Account QC,False,Honolulu Ford,Jan Build,Ford
1198708096916187,Wyatt Johnson Ford Account QC,task,1198743306050154,Account QC,False,Wyatt Johnson Ford,Jan Build,Ford
1198743416719677,Lithia Ford of Idaho Falls Account QC,task,1198743306050154,Account QC,False,Lithia Ford of Idaho Falls,Jan Build,Ford
1198743417765548,Baierl Ford Account QC,task,1198743306050154,Account QC,False,Baierl Ford,Jan Build,Ford
1198853108325595,Carbone Ford of Bennington Account QC,task,1198743306050154,Account QC,False,Carbone Ford of Bennington,Jan Build,Ford
1198853106152508,Beyer Ford Account QC,task,1198743306050154,Account QC,False,Beyer Ford,Jan Build,Ford
1198743531708322,Ford of Latham (Lithia) Lithia Approval,task,1198743306060475,Lithia Approval,False,Ford of Latham (Lithia),Jan Build,Ford
1198743531734672,Lithia Ford/Lincoln of Grand Forks Lithia Approval,task,1198743306060475,Lithia Approval,False,Lithia Ford/Lincoln of Grand Forks,Jan Build,Ford
1198708194112707,Honolulu Ford Lithia Approval,task,1198743306060475,Lithia Approval,False,Honolulu Ford,Jan Build,Ford
1198743531858585,Lithia Ford of Idaho Falls Lithia Approval,task,1198743306060475,Lithia Approval,False,Lithia Ford of Idaho Falls,Jan Build,Ford
1198853218586042,Baierl Ford Lithia Approval,task,1198743306060475,Lithia Approval,False,Baierl Ford,Jan Build,Ford
1198708196215773,Carbone Ford of Bennington Lithia Approval,task,1198743306060475,Lithia Approval,False,Carbone Ford of Bennington,Jan Build,Ford
1198708103452409,Rye Ford Alexia Link,task,1198743306062678,Alexia Link,False,Rye Ford,Jan Build,Ford
1198743418664103,Ford of Latham (Lithia) Alexia Link,task,1198743306062678,Alexia Link,False,Ford of Latham (Lithia),Jan Build,Ford
1198853109692072,Lithia Ford/Lincoln of Grand Forks Alexia Link,task,1198743306062678,Alexia Link,False,Lithia Ford/Lincoln of Grand Forks,Jan Build,Ford
1198743416705973,Honolulu Ford Alexia Link,task,1198743306062678,Alexia Link,False,Honolulu Ford,Jan Build,Ford
1198743418883048,Wyatt Johnson Ford Alexia Link,task,1198743306062678,Alexia Link,False,Wyatt Johnson Ford,Jan Build,Ford
1198708102231868,Lithia Ford of Idaho Falls Alexia Link,task,1198743306062678,Alexia Link,False,Lithia Ford of Idaho Falls,Jan Build,Ford
1198708102446831,Baierl Ford Alexia Link,task,1198743306062678,Alexia Link,False,Baierl Ford,Jan Build,Ford
1198743418585573,Carbone Ford of Bennington Alexia Link,task,1198743306062678,Alexia Link,False,Carbone Ford of Bennington,Jan Build,Ford
1198708100313450,Beyer Ford Alexia Link,task,1198743306062678,Alexia Link,False,Beyer Ford,Jan Build,Ford
1198853108303371,Rye Ford Social QC,task,1198743306064757,Social QC,False,Rye Ford,Jan Build,Ford
1198853110846987,Ford of Latham (Lithia) Social QC,task,1198743306064757,Social QC,False,Ford of Latham (Lithia),Jan Build,Ford
1198853110714078,Lithia Ford/Lincoln of Grand Forks Social QC,task,1198743306064757,Social QC,False,Lithia Ford/Lincoln of Grand Forks,Jan Build,Ford
1198743415031310,Honolulu Ford Social QC,task,1198743306064757,Social QC,False,Honolulu Ford,Jan Build,Ford
1198853107181448,Wyatt Johnson Ford Social QC,task,1198743306064757,Social QC,False,Wyatt Johnson Ford,Jan Build,Ford
1198708102821660,Lithia Ford of Idaho Falls Social QC,task,1198743306064757,Social QC,False,Lithia Ford of Idaho Falls,Jan Build,Ford
1198743419510642,Baierl Ford Social QC,task,1198743306064757,Social QC,False,Baierl Ford,Jan Build,Ford
1198853109243173,Carbone Ford of Bennington Social QC,task,1198743306064757,Social QC,False,Carbone Ford of Bennington,Jan Build,Ford
1198708103693517,Beyer Ford Social QC,task,1198743306064757,Social QC,False,Beyer Ford,Jan Build,Ford
1198853110475578,Rye Ford Budget QC,task,1198743306065823,Budget QC,False,Rye Ford,Jan Build,Ford
1198708103837391,Ford of Latham (Lithia) Budget QC,task,1198743306065823,Budget QC,False,Ford of Latham (Lithia),Jan Build,Ford
1198708104276444,Lithia Ford/Lincoln of Grand Forks Budget QC,task,1198743306065823,Budget QC,False,Lithia Ford/Lincoln of Grand Forks,Jan Build,Ford
1198743422242482,Honolulu Ford Budget QC,task,1198743306065823,Budget QC,False,Honolulu Ford,Jan Build,Ford
1198708105057138,Wyatt Johnson Ford Budget QC,task,1198743306065823,Budget QC,False,Wyatt Johnson Ford,Jan Build,Ford
1198743422859796,Lithia Ford of Idaho Falls Budget QC,task,1198743306065823,Budget QC,False,Lithia Ford of Idaho Falls,Jan Build,Ford
1198708103039654,Baierl Ford Budget QC,task,1198743306065823,Budget QC,False,Baierl Ford,Jan Build,Ford
1198708104770507,Carbone Ford of Bennington Budget QC,task,1198743306065823,Budget QC,False,Carbone Ford of Bennington,Jan Build,Ford
1198743420824138,Beyer Ford Budget QC,task,1198743306065823,Budget QC,False,Beyer Ford,Jan Build,Ford
1198743424307242,Rye Ford Launch,task,1198743306068872,Launch,False,Rye Ford,Jan Build,Ford
1198743424264234,Ford of Latham (Lithia) Launch,task,1198743306068872,Launch,False,Ford of Latham (Lithia),Jan Build,Ford
1198743424138861,Lithia Ford/Lincoln of Grand Forks Launch,task,1198743306068872,Launch,False,Lithia Ford/Lincoln of Grand Forks,Jan Build,Ford
1198708103515179,Honolulu Ford Launch,task,1198743306068872,Launch,False,Honolulu Ford,Jan Build,Ford
1198853112214323,Wyatt Johnson Ford Launch,task,1198743306068872,Launch,False,Wyatt Johnson Ford,Jan Build,Ford
1198853112101046,Lithia Ford of Idaho Falls Launch,task,1198743306068872,Launch,False,Lithia Ford of Idaho Falls,Jan Build,Ford
1198708105231208,Baierl Ford Launch,task,1198743306068872,Launch,False,Baierl Ford,Jan Build,Ford
1198743415674066,Carbone Ford of Bennington Launch,task,1198743306068872,Launch,False,Carbone Ford of Bennington,Jan Build,Ford
1198853109438957,Beyer Ford Launch,task,1198743306068872,Launch,False,Beyer Ford,Jan Build,Ford
1198708106412369,Rye Ford Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Rye Ford,Jan Build,Ford
1198708105352477,Ford of Latham (Lithia) Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Ford of Latham (Lithia),Jan Build,Ford
1198708106746117,Lithia Ford/Lincoln of Grand Forks Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Lithia Ford/Lincoln of Grand Forks,Jan Build,Ford
1198853111272736,Honolulu Ford Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Honolulu Ford,Jan Build,Ford
1198708106473795,Wyatt Johnson Ford Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Wyatt Johnson Ford,Jan Build,Ford
1198853112970282,Lithia Ford of Idaho Falls Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Lithia Ford of Idaho Falls,Jan Build,Ford
1198743423470754,Baierl Ford Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Baierl Ford,Jan Build,Ford
1198853109640210,Carbone Ford of Bennington Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Carbone Ford of Bennington,Jan Build,Ford
1198743424016574,Beyer Ford Send Dec One-Sheeters,task,1198743306075139,Send Dec One-Sheeters,False,Beyer Ford,Jan Build,Ford
1198743427527859,Genesis of Mahwah (Liberty Genesis) Social Build + Flip,task,1198708008280832,Social Build + Flip,False,Genesis of Mahwah (Liberty Genesis),Jan Build,Genesis
1198853117664970,Genesis of Mahwah (Liberty Genesis) Account QC,task,1198708008282921,Account QC,False,Genesis of Mahwah (Liberty Genesis),Jan Build,Genesis
1198853117692238,Genesis of Mahwah (Liberty Genesis) Alexia Link,task,1198708008289268,Alexia Link,False,Genesis of Mahwah (Liberty Genesis),Jan Build,Genesis
1198743430475364,Genesis of Mahwah (Liberty Genesis) Social QC,task,1198708008290324,Social QC,False,Genesis of Mahwah (Liberty Genesis),Jan Build,Genesis
1198708111044089,Genesis of Mahwah (Liberty Genesis) Budget QC,task,1198708008292390,Budget QC,False,Genesis of Mahwah (Liberty Genesis),Jan Build,Genesis
1198743426116636,Genesis of Mahwah (Liberty Genesis) Launch,task,1198708008296525,Launch,False,Genesis of Mahwah (Liberty Genesis),Jan Build,Genesis
1198743425359482,Genesis of Mahwah (Liberty Genesis) Send Dec One-Sheeters,task,1198708008299624,Send Dec One-Sheeters,False,Genesis of Mahwah (Liberty Genesis),Jan Build,Genesis
1198711537428863,Boch Honda West,task,1198708008527303,Social Build + Flip,False,,Jan Build,Honda
1198853125421418,Keeler Honda Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Keeler Honda,Jan Build,Honda
1198853125341228,Lithia Honda Medford Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Lithia Honda Medford,Jan Build,Honda
1198853124478935,Bennington Honda Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Bennington Honda,Jan Build,Honda
1198708115412698,Island Honda (Lithia) Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Island Honda (Lithia),Jan Build,Honda
1198743436621814,Honda of Great Falls (Lithia) Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Honda of Great Falls (Lithia),Jan Build,Honda
1198853124960322,Ray Laks Honda Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Ray Laks Honda,Jan Build,Honda
1198743435597226,Baierl Honda Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Baierl Honda,Jan Build,Honda
1198708112024415,White Plains Honda Social Build + Flip,task,1198708008527303,Social Build + Flip,False,White Plains Honda,Jan Build,Honda
1198743421425174,Paragon Honda Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Paragon Honda,Jan Build,Honda
1198743433896844,The New Babylon Honda Social Build + Flip,task,1198708008527303,Social Build + Flip,False,The New Babylon Honda,Jan Build,Honda
1198708116263573,DCH Honda of Oxnard Social Build + Flip,task,1198708008527303,Social Build + Flip,False,DCH Honda of Oxnard,Jan Build,Honda
1198853124507802,Honda of Salem Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Honda of Salem,Jan Build,Honda
1198853123958549,DCH Honda of Temecula Social Build + Flip,task,1198708008527303,Social Build + Flip,False,DCH Honda of Temecula,Jan Build,Honda
1198853122657150,Atlantic Honda Social Build + Flip,task,1198708008527303,Social Build + Flip,False,Atlantic Honda,Jan Build,Honda
1198746885810696,Boch Honda West,task,1198708008531428,Account QC,False,Boch,Jan Build,Honda
1198743436621832,Keeler Honda Account QC,task,1198708008531428,Account QC,False,Keeler Honda,Jan Build,Honda
1198708118537028,Lithia Honda Medford Account QC,task,1198708008531428,Account QC,False,Lithia Honda Medford,Jan Build,Honda
1198708117793411,Bennington Honda Account QC,task,1198708008531428,Account QC,False,Bennington Honda,Jan Build,Honda
1198708117478479,Island Honda (Lithia) Account QC,task,1198708008531428,Account QC,False,Island Honda (Lithia),Jan Build,Honda
1198708116762050,Honda of Great Falls (Lithia) Account QC,task,1198708008531428,Account QC,False,Honda of Great Falls (Lithia),Jan Build,Honda
1198743437068225,Ray Laks Honda Account QC,task,1198708008531428,Account QC,False,Ray Laks Honda,Jan Build,Honda
1198853121977888,Baierl Honda Account QC,task,1198708008531428,Account QC,False,Baierl Honda,Jan Build,Honda
1198853120946055,White Plains Honda Account QC,task,1198708008531428,Account QC,False,White Plains Honda,Jan Build,Honda
1198743435669796,Paragon Honda Account QC,task,1198708008531428,Account QC,False,Paragon Honda,Jan Build,Honda
1198708117378477,The New Babylon Honda Account QC,task,1198708008531428,Account QC,False,The New Babylon Honda,Jan Build,Honda
1198853125738028,DCH Honda of Oxnard Account QC,task,1198708008531428,Account QC,False,DCH Honda of Oxnard,Jan Build,Honda
1198708117452835,Honda of Salem Account QC,task,1198708008531428,Account QC,False,Honda of Salem,Jan Build,Honda
1198708116617302,DCH Honda of Temecula Account QC,task,1198708008531428,Account QC,False,DCH Honda of Temecula,Jan Build,Honda
1198708117527666,Atlantic Honda Account QC,task,1198708008531428,Account QC,False,Atlantic Honda,Jan Build,Honda
1198853219927401,Lithia Honda Medford Lithia Approval,task,1198708008535659,Lithia Approval,False,Lithia Honda Medford,Jan Build,Honda
1198853219354625,Bennington Honda Lithia Approval,task,1198708008535659,Lithia Approval,False,Bennington Honda,Jan Build,Honda
1198708197230668,Island Honda (Lithia) Lithia Approval,task,1198708008535659,Lithia Approval,False,Island Honda (Lithia),Jan Build,Honda
1198853219615697,Honda of Great Falls (Lithia) Lithia Approval,task,1198708008535659,Lithia Approval,False,Honda of Great Falls (Lithia),Jan Build,Honda
1198853218594620,Ray Laks Honda Lithia Approval,task,1198708008535659,Lithia Approval,False,Ray Laks Honda,Jan Build,Honda
1198708197099284,Baierl Honda Lithia Approval,task,1198708008535659,Lithia Approval,False,Baierl Honda,Jan Build,Honda
1198743531781950,DCH Honda of Oxnard Lithia Approval,task,1198708008535659,Lithia Approval,False,DCH Honda of Oxnard,Jan Build,Honda
1198743532880566,Honda of Salem Lithia Approval,task,1198708008535659,Lithia Approval,False,Honda of Salem,Jan Build,Honda
1198853217796947,DCH Honda of Temecula Lithia Approval,task,1198708008535659,Lithia Approval,False,DCH Honda of Temecula,Jan Build,Honda
1198746892815831,Boch Honda West,task,1198708008537819,Alexia Link,False,Boc,Jan Build,Honda
1198743439947843,Keeler Honda Alexia Link,task,1198708008537819,Alexia Link,False,Keeler Honda,Jan Build,Honda
